Phenotype,Orthogroup,Shared_species_count,Represented_species,Maize_gene,GeneName,Family_Subfamily,ProteinClass,GO_MF,GO_BP,GO_CC,Sorghum_gene,Rice_gene,Barley_gene,Arabidopsis_gene
soilN,5016471at2759,3,Maize;Sorghum;Arabidopsis,Zm00001eb071010,Zinc transporter 1,ZINC TRANSPORTER 1 (PTHR11040:SF181),secondary carrier transporter(PC00258),zinc ion transmembrane transporter activity(GO:0005385);metal ion transmembrane transporter activity(GO:0046873),transition metal ion transport(GO:0000041);monoatomic ion transport(GO:0006811);zinc ion transport(GO:0006829);metal ion transport(GO:0030001);transmembrane transport(GO:0055085);zinc ion transmembrane transport(GO:0071577),plasma membrane(GO:0005886);membrane(GO:0016020),SORBI_3009G170500,,,AT2G04032
soilN,159655at33090,3,Maize;Sorghum;Arabidopsis,Zm00001eb074600,Cyclin-U2-1,CYCLIN-U2-1 (PTHR15615:SF15),,protein kinase binding(GO:0019901),cell division(GO:0051301),,SORBI_3006G171400,,,AT3G21870
soilN,680364at2759,3,Maize;Sorghum;Arabidopsis,Zm00001eb075490,SAUR11-auxin-responsive SAUR family member,OS04G0537100 PROTEIN (PTHR31374:SF304),,,response to auxin(GO:0009733),,SORBI_3006G161100,,,AT2G45210
soilN,92096at2759,3,Maize;Sorghum;Arabidopsis,Zm00001eb101080,,,,,,,SORBI_3002G230500,,,AT5G49710
soilN,1200726at2759,3,Maize;Barley;Arabidopsis,Zm00001eb103570,Transcription initiation factor IIB,TRANSCRIPTION INITIATION FACTOR IIB-2 (PTHR11618:SF78),general transcription factor(PC00259),translation initiation factor activity(GO:0003743);zinc ion binding(GO:0008270);RNA polymerase II general transcription initiation factor activity(GO:0016251);TBP-class protein binding(GO:0017025);metal ion binding(GO:0046872),DNA-templated transcription initiation(GO:0006352);transcription by RNA polymerase II(GO:0006366);translational initiation(GO:0006413);transcription preinitiation complex assembly(GO:0070897),nucleus(GO:0005634);transcription preinitiation complex(GO:0097550),,,HORVU.MOREX.r3.1HG0079200,AT2G41630
soilN,43813at33090,3,Maize;Sorghum;Arabidopsis,Zm00001eb109730,Trehalose 6-phosphate phosphatase,TREHALOSE-PHOSPHATE PHOSPHATASE 3-RELATED (PTHR43768:SF7),phosphatase(PC00181),trehalose-phosphatase activity(GO:0004805);hydrolase activity(GO:0016787),trehalose biosynthetic process(GO:0005992),,SORBI_3002G381500,,,AT1G35910;AT1G78090
soilN,4917248at2759,3,Maize;Barley;Arabidopsis,Zm00001eb110730,,,,,,,,,HORVU.MOREX.r3.7HG0752890,AT1G60890
soilN,794814at2759,3,Maize;Sorghum;Barley,Zm00001eb116350,,,,,,,SORBI_3009G003900,,HORVU.MOREX.r3.3HG0228240;HORVU.MOREX.r3.3HG0228250;HORVU.MOREX.r3.3HG0303070;HORVU.MOREX.r3.5HG0525920,
soilN,663124at2759,3,Maize;Sorghum;Barley,Zm00001eb119430,S-type anion channel SLAH3,OS01G0226600 PROTEIN (PTHR31269:SF5),,voltage-gated monoatomic anion channel activity(GO:0008308),monoatomic ion transport(GO:0006811);intracellular monoatomic ion homeostasis(GO:0006873);transmembrane transport(GO:0055085);monoatomic anion transmembrane transport(GO:0098656),plasma membrane(GO:0005886);endomembrane system(GO:0012505);membrane(GO:0016020),SORBI_3009G248600,,HORVU.MOREX.r3.1HG0092820,
soilN,24617at38820,3,Maize;Sorghum;Barley,Zm00001eb119580,GDSL esterase_lipase,GDSL ESTERASE_LIPASE (PTHR22835:SF565),,"hydrolase activity, acting on ester bonds(GO:0016788)",,,SORBI_3003G013100,,HORVU.MOREX.r3.2HG0098810,
soilN,393430at2759,3,Maize;Barley;Arabidopsis,Zm00001eb124920,Protein kinase domain-containing protein,LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-LIKE 1.4 (PTHR46008:SF2),transmembrane signal receptor(PC00197),nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740);polysaccharide binding(GO:0030247),,plasma membrane(GO:0005886),,,HORVU.MOREX.r3.3HG0226150,AT1G25390
soilN,645834at2759,3,Maize;Barley;Arabidopsis,Zm00001eb125520,MYB transcription factor,TRANSCRIPTION FACTOR MYB62 (PTHR45675:SF30),homeodomain transcription factor(PC00119),DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);sequence-specific DNA binding(GO:0043565),regulation of DNA-templated transcription(GO:0006355),nucleus(GO:0005634),,,HORVU.MOREX.r3.3HG0222330,AT1G48000
soilN,11497at38820,3,Maize;Sorghum;Barley,Zm00001eb141920,Fungal lipase-like domain-containing protein,FUNGAL LIPASE-LIKE DOMAIN-CONTAINING PROTEIN (PTHR45856:SF18),hydrolase(PC00121),,,,SORBI_3003G418700,,HORVU.MOREX.r3.3HG0314780,
soilN,4852307at2759,3,Maize;Barley;Arabidopsis,Zm00001eb144910,Fructokinase-1,FRUCTOKINASE-4-RELATED (PTHR43085:SF24),carbohydrate kinase(PC00065),nucleotide binding(GO:0000166);ATP binding(GO:0005524);fructokinase activity(GO:0008865);kinase activity(GO:0016301);transferase activity(GO:0016740),fructose metabolic process(GO:0006000);starch biosynthetic process(GO:0019252);carbohydrate phosphorylation(GO:0046835),cytoplasm(GO:0005737);cytosol(GO:0005829),,,HORVU.MOREX.r3.1HG0084010,AT5G51830
soilN,4971873at2759,3,Maize;Sorghum;Barley,Zm00001eb146740,BolA-like protein,BOLA-LIKE PROTEIN 2 (PTHR12735:SF27),,"iron-sulfur cluster binding(GO:0051536);2 iron, 2 sulfur cluster binding(GO:0051537)",intracellular iron ion homeostasis(GO:0006879);protein maturation(GO:0051604),nucleus(GO:0005634);cytosol(GO:0005829),SORBI_3003G367800,,HORVU.MOREX.r3.7HG0649640,
soilN,783636at2759,3,Maize;Sorghum;Arabidopsis,Zm00001eb146750,fructose-bisphosphatase,"FRUCTOSE-1,6-BISPHOSPHATASE, CYTOSOLIC (PTHR11556:SF41)",carbohydrate phosphatase(PC00066),"hydrolase activity(GO:0016787);phosphatase activity(GO:0016791);fructose 1,6-bisphosphate 1-phosphatase activity(GO:0042132);phosphoric ester hydrolase activity(GO:0042578);metal ion binding(GO:0046872)","carbohydrate metabolic process(GO:0005975);sucrose metabolic process(GO:0005985);gluconeogenesis(GO:0006094);fructose 1,6-bisphosphate metabolic process(GO:0030388)",cytoplasm(GO:0005737);cytosol(GO:0005829),SORBI_3003G367500;SORBI_3010G219700,,,AT1G43670
soilN,464974at2759,3,Maize;Barley;Arabidopsis,Zm00001eb147590,,,,,,,,,HORVU.MOREX.r3.4HG0405920,AT5G18480
soilN,104329at38820,3,Maize;Sorghum;Rice,Zm00001eb149160,,,,,,,SORBI_3009G170700,LOC_Os05g04730,,
soilN,105955at2759,3,Maize;Sorghum;Barley,Zm00001eb149170,Exocyst subunit Exo70 family protein,EXOCYST SUBUNIT EXO70 FAMILY PROTEIN (PTHR12542:SF115),membrane traffic protein(PC00150),"phosphatidylinositol-4,5-bisphosphate binding(GO:0005546)",exocytosis(GO:0006887);protein transport(GO:0015031),exocyst(GO:0000145),SORBI_3003G305400,,HORVU.MOREX.r3.3HG0310660,
soilN,584753at2759,3,Maize;Sorghum;Arabidopsis,Zm00001eb149810,,,,,,,SORBI_3003G379700,,,AT1G77450
soilN,26215at38820,3,Maize;Sorghum;Rice,Zm00001eb150140,GAMYB transcription factor,TRANSCRIPTION FACTOR MYB65 (PTHR47995:SF18),homeodomain transcription factor(PC00119),transcription cis-regulatory region binding(GO:0000976);DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700),developmental process involved in reproduction(GO:0003006);regulation of DNA-templated transcription(GO:0006355);pollen development(GO:0009555);flower development(GO:0009908);cell differentiation(GO:0030154);regulation of lignin biosynthetic process(GO:1901141),nucleus(GO:0005634),SORBI_3003G331100,LOC_Os01g08120,,
soilN,650422at2759,3,Maize;Sorghum;Arabidopsis,Zm00001eb152050,Topoisomerase II-associated protein PAT1,OS01G0769000 PROTEIN (PTHR21551:SF28),RNA processing factor(PC00147),RNA binding(GO:0003723);isomerase activity(GO:0016853),deadenylation-dependent decapping of nuclear-transcribed mRNA(GO:0000290);P-body assembly(GO:0033962),P-body(GO:0000932),SORBI_3009G193300,,,AT1G79090;AT3G22270
soilN,105955at2759,3,Maize;Sorghum;Barley,Zm00001eb152320,,,,,,,SORBI_3003G305400,,HORVU.MOREX.r3.3HG0310660,
soilN,153063at2759,3,Maize;Sorghum;Barley,Zm00001eb152350,TCP family transcription factor containing protein,TRANSCRIPTION FACTOR TCP13 (PTHR31072:SF147),DNA-binding transcription factor(PC00218),DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);sequence-specific DNA binding(GO:0043565),regulation of DNA-templated transcription(GO:0006355),nucleus(GO:0005634),SORBI_3003G305000,,HORVU.MOREX.r3.1HG0077830;HORVU.MOREX.r3.3HG0290910,
soilN,638439at2759,3,Maize;Sorghum;Barley,Zm00001eb154000,Glycosyltransferase,GLYCOSYLTRANSFERASE (PTHR48048:SF39),glycosyltransferase(PC00111),UDP-glycosyltransferase activity(GO:0008194);transferase activity(GO:0016740);glycosyltransferase activity(GO:0016757);UDP-glucosyltransferase activity(GO:0035251),,,SORBI_3009G205600;SORBI_3009G205700,,HORVU.MOREX.r3.1HG0092830,
soilN,4971880at2759,3,Maize;Sorghum;Barley,Zm00001eb154050,NADPH-dependent diflavin oxidoreductase 1,NADPH-DEPENDENT DIFLAVIN OXIDOREDUCTASE 1 (PTHR19384:SF10),oxidoreductase(PC00176),"FMN binding(GO:0010181);oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on NAD(P)H(GO:0016651);flavin adenine dinucleotide binding(GO:0050660);NADP binding(GO:0050661);NADPH-iron-sulfur [2Fe-2S] protein oxidoreductase activity(GO:0160246)",embryo development ending in seed dormancy(GO:0009793);iron-sulfur cluster assembly(GO:0016226),nucleus(GO:0005634);cytoplasm(GO:0005737);cytosol(GO:0005829),SORBI_3007G088000,,HORVU.MOREX.r3.2HG0203360,
soilN,5015019at2759,3,Maize;Sorghum;Arabidopsis,Zm00001eb160380,Beta-galactosidase,BETA-GALACTOSIDASE 2 (PTHR23421:SF153),galactosidase(PC00104),"hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);beta-galactosidase activity(GO:0004565);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798);carbohydrate binding(GO:0030246)",carbohydrate metabolic process(GO:0005975);plant-type cell wall modification(GO:0009827);galactose catabolic process(GO:0019388),vacuole(GO:0005773);plant-type cell wall(GO:0009505);apoplast(GO:0048046),SORBI_3003G179700;SORBI_3003G374100,,,AT5G63810
soilN,235323at2759,3,Maize;Sorghum;Barley,Zm00001eb162210,,,,,,,SORBI_3003G190100;SORBI_3006G161300,,HORVU.MOREX.r3.2HG0184580;HORVU.MOREX.r3.2HG0184590,
soilN,4750521at2759,3,Maize;Barley;Arabidopsis,Zm00001eb170150,Bidirectional sugar transporter SWEET,BIDIRECTIONAL SUGAR TRANSPORTER SWEET14 (PTHR10791:SF223),,sugar transmembrane transporter activity(GO:0051119),carbohydrate transport(GO:0008643);carbohydrate transmembrane transport(GO:0034219),plasma membrane(GO:0005886);membrane(GO:0016020),,,HORVU.MOREX.r3.1HG0010640,AT5G50800
soilN,445891at3193,3,Maize;Barley;Arabidopsis,Zm00001eb180950,Chaperone protein dnaJ-related,CHAPERONE PROTEIN DNAJ-LIKE PROTEIN (PTHR34687:SF1),chaperone(PC00072),,,,,,HORVU.MOREX.r3.6HG0618920;HORVU.MOREX.r3.6HG0618950,AT5G43260
soilN,591574at2759,3,Maize;Sorghum;Barley,Zm00001eb189940,,,,,,,SORBI_3010G197500,,HORVU.MOREX.r3.3HG0312690,
soilN,534671at2759,3,Maize;Sorghum;Arabidopsis,Zm00001eb190340,Glutamine synthetase,GLUTAMINE SYNTHETASE CYTOSOLIC ISOZYME 1-1 (PTHR20852:SF93),ligase(PC00142),nucleotide binding(GO:0000166);catalytic activity(GO:0003824);glutamine synthetase activity(GO:0004356);ATP binding(GO:0005524);ligase activity(GO:0016874),glutamine biosynthetic process(GO:0006542),cytoplasm(GO:0005737),SORBI_3004G247000,,,AT1G66200
soilN,234723at3193,3,Maize;Barley;Arabidopsis,Zm00001eb192000,"3'(2'),5'-bisphosphate nucleotidase","3'(2'),5'-BISPHOSPHATE NUCLEOTIDASE (PTHR43200:SF17)",phosphatase(PC00181),"3'(2'),5'-bisphosphate nucleotidase activity(GO:0008441);hydrolase activity(GO:0016787);metal ion binding(GO:0046872)",sulfate assimilation(GO:0000103);sulfur compound metabolic process(GO:0006790);phosphatidylinositol phosphate biosynthetic process(GO:0046854),,,,HORVU.MOREX.r3.6HG0627070,AT5G54390
soilN,628161at2759,3,Maize;Sorghum;Rice,Zm00001eb193100,Putative subtilase family protein,OS02G0779900 PROTEIN (PTHR10795:SF406),serine protease(PC00203),serine-type endopeptidase activity(GO:0004252);peptidase activity(GO:0008233);serine-type peptidase activity(GO:0008236);hydrolase activity(GO:0016787),proteolysis(GO:0006508),extracellular region(GO:0005576),SORBI_3001G439800;SORBI_3002G274000,LOC_Os09g04410,,
soilN,5017379at2759,3,Maize;Barley;Arabidopsis,Zm00001eb193140,UMP-CMP kinase,UMP-CMP KINASE 3 (PTHR23359:SF237),nucleotide kinase(PC00172),"nucleotide binding(GO:0000166);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740);phosphotransferase activity, phosphate group as acceptor(GO:0016776);nucleobase-containing compound kinase activity(GO:0019205);UMP kinase activity(GO:0033862)",nucleobase-containing compound metabolic process(GO:0006139);'de novo' pyrimidine nucleobase biosynthetic process(GO:0006207);pyrimidine nucleotide biosynthetic process(GO:0006221);UDP biosynthetic process(GO:0006225);nucleoside monophosphate metabolic process(GO:0009123);nucleotide biosynthetic process(GO:0009165);CDP biosynthetic process(GO:0046705);nucleoside monophosphate phosphorylation(GO:0046940);pyrimidine-containing compound biosynthetic process(GO:0072528),nucleus(GO:0005634);cytoplasm(GO:0005737),,,HORVU.MOREX.r3.2HG0123450,AT5G26667
soilN,303819at3193,3,Maize;Barley;Arabidopsis,Zm00001eb195880,Inositol polyphosphate-related phosphatase domain-containing protein,TYPE I INOSITOL POLYPHOSPHATE 5-PHOSPHATASE 10 (PTHR45666:SF20),phosphatase(PC00181),"phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity(GO:0004439);inositol-polyphosphate 5-phosphatase activity(GO:0004445);hydrolase activity(GO:0016787);phosphatase activity(GO:0016791);phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity(GO:0034485)",phosphatidylinositol dephosphorylation(GO:0046856),,,,HORVU.MOREX.r3.4HG0333450,AT1G05470;AT2G37440
soilN,777528at2759,3,Maize;Sorghum;Arabidopsis,Zm00001eb209160,,,,,,,SORBI_3003G229400,,,AT2G01450;AT2G42880
soilN,2042608at2759,3,Maize;Barley;Arabidopsis,Zm00001eb211960,NAD-dependent epimerase_dehydratase domain-containing protein,NAD-DEPENDENT EPIMERASE_DEHYDRATASE DOMAIN-CONTAINING PROTEIN (PTHR10366:SF659),dehydratase(PC00091),"oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor(GO:0016616)",,,,,HORVU.MOREX.r3.3HG0222580;HORVU.MOREX.r3.5HG0491590,AT1G68540;AT2G33590
soilN,107510at3193,3,Maize;Barley;Arabidopsis,Zm00001eb219170,Serpin domain-containing protein,GH10112P-RELATED (PTHR11461:SF211),protease inhibitor(PC00191),serine-type endopeptidase inhibitor activity(GO:0004867),,extracellular space(GO:0005615),,,HORVU.MOREX.r3.4HG0342810,AT1G47710
soilN,2690913at2759,3,Maize;Sorghum;Arabidopsis,Zm00001eb230090,,,,,,,SORBI_3005G034100;SORBI_3010G152000,,,AT3G12060
soilN,2225058at2759,3,Maize;Rice;Arabidopsis,Zm00001eb240940,protein-serine_threonine phosphatase,PROTEIN PHOSPHATASE 2C 14-RELATED (PTHR47992:SF205),protein phosphatase(PC00195),phosphoprotein phosphatase activity(GO:0004721);protein serine/threonine phosphatase activity(GO:0004722);hydrolase activity(GO:0016787);metal ion binding(GO:0046872),regulation of intracellular signal transduction(GO:1902531),,,LOC_Os11g01090,,AT1G79630;AT4G32950
soilN,132787at33090,3,Maize;Barley;Arabidopsis,Zm00001eb241950,Serine_threonine-protein kinase PBS1,SERINE_THREONINE-PROTEIN KINASE PBS1 (PTHR47985:SF44),,nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740),pattern recognition receptor signaling pathway(GO:0002221);innate immune response(GO:0045087),plasma membrane(GO:0005886),,,HORVU.MOREX.r3.2HG0107690,AT1G20650;AT3G24790
soilN,588513at2759,3,Maize;Barley;Arabidopsis,Zm00001eb244600,,,,,,,,,HORVU.MOREX.r3.4HG0342760,AT1G03010
soilN,4848938at2759,3,Maize;Rice;Arabidopsis,Zm00001eb250590,SPX domain-containing membrane protein,SPX DOMAIN-CONTAINING MEMBRANE PROTEIN OS02G45520 (PTHR23510:SF23),,transmembrane transporter activity(GO:0022857),transmembrane transport(GO:0055085),membrane(GO:0016020),,LOC_Os02g45520,,AT4G22990
soilN,609836at2759,3,Maize;Barley;Arabidopsis,Zm00001eb251350,Oligopeptide transporter 4,OS02G0695800 PROTEIN (PTHR22601:SF100),,oligopeptide transmembrane transporter activity(GO:0035673),protein transport(GO:0015031);peptide transport(GO:0015833);oligopeptide transmembrane transport(GO:0035672);transmembrane transport(GO:0055085),plasma membrane(GO:0005886);membrane(GO:0016020),,,HORVU.MOREX.r3.5HG0510990,AT5G55930
soilN,303819at3193,3,Maize;Barley;Arabidopsis,Zm00001eb255130,,,,,,,,,HORVU.MOREX.r3.4HG0333450,AT1G05470;AT2G37440
soilN,5015166at2759,3,Maize;Sorghum;Arabidopsis,Zm00001eb255600,peptidylprolyl isomerase,FK506-BINDING PROTEIN 59-RELATED (PTHR10516:SF443),chaperone(PC00072),peptidyl-prolyl cis-trans isomerase activity(GO:0003755);isomerase activity(GO:0016853),protein folding(GO:0006457),cytoplasm(GO:0005737),SORBI_3010G219500,,,AT5G64350
soilN,599299at2759,3,Maize;Sorghum;Arabidopsis,Zm00001eb260000,,,,,,,SORBI_3006G160900,,,AT5G66300
soilN,516269at2759,3,Maize;Barley;Arabidopsis,Zm00001eb260190,,,,,,,,,HORVU.MOREX.r3.6HG0610980,AT1G06890;AT1G77610
soilN,15502at2759,3,Maize;Barley;Arabidopsis,Zm00001eb260690,GDSL esterase_lipase,OS08G0112900 PROTEIN (PTHR45650:SF1),lipase(PC00143),"hydrolase activity(GO:0016787);hydrolase activity, acting on ester bonds(GO:0016788)",lipid metabolic process(GO:0006629);lipid catabolic process(GO:0016042),extracellular region(GO:0005576),,,HORVU.MOREX.r3.7HG0748730,AT1G71691
soilN,588513at2759,3,Maize;Barley;Arabidopsis,Zm00001eb261890,,,,,,,,,HORVU.MOREX.r3.4HG0342760,AT1G03010
soilN,190162at2759,3,Maize;Sorghum;Arabidopsis,Zm00001eb273950,OSJNBa0058K23.8-like protein,OS06G0675200 PROTEIN (PTHR31722:SF0),,,,,SORBI_3004G052200,,,AT1G79060
soilN,381908at2759,3,Maize;Barley;Arabidopsis,Zm00001eb275510,,,,,,,,,HORVU.MOREX.r3.7HG0650330;HORVU.MOREX.r3.7HG0650650;HORVU.MOREX.r3.7HG0650710;HORVU.MOREX.r3.7HG0650790,AT2G30310
soilN,516269at2759,3,Maize;Barley;Arabidopsis,Zm00001eb281030,,,,,,,,,HORVU.MOREX.r3.6HG0610980,AT1G06890;AT1G77610
soilN,5014650at2759,3,Maize;Barley;Arabidopsis,Zm00001eb283020,Gibberellin 3-oxidase1,GIBBERELLIN 3-BETA-DIOXYGENASE 1 (PTHR47990:SF105),oxygenase(PC00177),oxidoreductase activity(GO:0016491);gibberellin 3-beta-dioxygenase activity(GO:0016707);metal ion binding(GO:0046872);dioxygenase activity(GO:0051213),response to light stimulus(GO:0009416);gibberellin biosynthetic process(GO:0009686),,,,HORVU.MOREX.r3.7HG0730680,AT3G19000
soilN,584753at2759,3,Maize;Sorghum;Arabidopsis,Zm00001eb288360,,,,,,,SORBI_3003G379700,,,AT1G77450
soilN,2690913at2759,3,Maize;Sorghum;Arabidopsis,Zm00001eb288430,,,,,,,SORBI_3005G034100;SORBI_3010G152000,,,AT3G12060
soilN,601051at2759,3,Maize;Sorghum;Barley,Zm00001eb289360,Phosphoribosylanthranilate transferase,MULTIPLE C2 DOMAIN AND TRANSMEMBRANE REGION PROTEIN 6 (PTHR31425:SF22),transferase(PC00220),transferase activity(GO:0016740),,membrane(GO:0016020),SORBI_3006G272800,,HORVU.MOREX.r3.1HG0076060,
soilN,104329at38820,3,Maize;Sorghum;Rice,Zm00001eb290140,,,,,,,SORBI_3009G170700,LOC_Os05g04730,,
soilN,4854762at2759,3,Maize;Rice;Arabidopsis,Zm00001eb291450,WAT1-related protein,WAT1-RELATED PROTEIN (PTHR31218:SF373),,transmembrane transporter activity(GO:0022857),transmembrane transport(GO:0055085),plasma membrane(GO:0005886);membrane(GO:0016020),,LOC_Os09g04260,,AT4G01440
soilN,4925430at2759,3,Maize;Barley;Arabidopsis,Zm00001eb292760,,,,,,,,,HORVU.MOREX.r3.2HG0112410,AT3G23000;AT4G18700;AT4G24400;AT5G07070;AT5G35410;AT5G57630
soilN,643924at3193,3,Maize;Barley;Arabidopsis,Zm00001eb293310,DNAJ heat shock N-terminal domain-containing protein,OS05G0529700 PROTEIN (PTHR44579:SF5),,,,,,,HORVU.MOREX.r3.3HG0286640,AT2G42750
soilN,777528at2759,3,Maize;Sorghum;Arabidopsis,Zm00001eb296060,,,,,,,SORBI_3003G229400,,,AT2G01450;AT2G42880
soilN,635367at2759,3,Maize;Sorghum;Arabidopsis,Zm00001eb299790,,,,,,,SORBI_3009G205300,,,AT3G10260
soilN,601051at2759,3,Maize;Sorghum;Barley,Zm00001eb300760,,,,,,,SORBI_3006G272800,,HORVU.MOREX.r3.1HG0076060,
soilN,534428at2759,3,Maize;Barley;Arabidopsis,Zm00001eb302320,Putative glycosyltransferase,OS07G0188700 PROTEIN (PTHR11062:SF207),glycosyltransferase(PC00111),transferase activity(GO:0016740);glycosyltransferase activity(GO:0016757),,Golgi membrane(GO:0000139),,,HORVU.MOREX.r3.7HG0657420,AT4G38040
soilN,794814at2759,3,Maize;Sorghum;Barley,Zm00001eb302700,,,,,,,SORBI_3009G003900,,HORVU.MOREX.r3.3HG0228240;HORVU.MOREX.r3.3HG0228250;HORVU.MOREX.r3.3HG0303070;HORVU.MOREX.r3.5HG0525920,
soilN,227187at2759,3,Maize;Barley;Arabidopsis,Zm00001eb310990,Uncharacterized protein,OS09G0363700 PROTEIN (PTHR35277:SF10),,,,,,,HORVU.MOREX.r3.5HG0475770,AT1G17490
soilN,4925430at2759,3,Maize;Barley;Arabidopsis,Zm00001eb312910,,,,,,,,,HORVU.MOREX.r3.2HG0112410,AT3G23000;AT4G18700;AT4G24400;AT5G07070;AT5G35410;AT5G57630
soilN,92096at2759,3,Maize;Sorghum;Arabidopsis,Zm00001eb315410,,,,,,,SORBI_3002G230500,,,AT5G49710
soilN,1748at3193,3,Maize;Barley;Arabidopsis,Zm00001eb322470,SKU5 similar 4,OS07G0510900 PROTEIN (PTHR11709:SF90),oxidase(PC00175),copper ion binding(GO:0005507);oxidoreductase activity(GO:0016491),,,,,HORVU.MOREX.r3.7HG0734670,AT1G76160
soilN,588513at2759,3,Maize;Barley;Arabidopsis,Zm00001eb325790,,,,,,,,,HORVU.MOREX.r3.4HG0342760,AT1G03010
soilN,646024at3193,3,Maize;Barley;Arabidopsis,Zm00001eb330020,Superoxide dismutase [Cu-Zn] 2,SUPEROXIDE DISMUTASE [CU-ZN] (PTHR10003:SF71),oxidoreductase(PC00176),superoxide dismutase activity(GO:0004784);copper ion binding(GO:0005507);antioxidant activity(GO:0016209);oxidoreductase activity(GO:0016491);metal ion binding(GO:0046872),superoxide metabolic process(GO:0006801);removal of superoxide radicals(GO:0019430),cytoplasm(GO:0005737),,,HORVU.MOREX.r3.4HG0396060,AT1G08830
soilN,393430at2759,3,Maize;Barley;Arabidopsis,Zm00001eb335470,,,,,,,,,HORVU.MOREX.r3.3HG0226150,AT1G25390
soilN,630255at2759,3,Maize;Sorghum;Arabidopsis,Zm00001eb336730,,,,,,,SORBI_3007G059600,,,AT1G60800;AT2G23950;AT4G33430
soilN,132870at2759,3,Maize;Barley;Arabidopsis,Zm00001eb338800,Indole-3-acetic acid-amido synthetase GH3.6,JASMONOYL--L-AMINO ACID SYNTHETASE GH3.3 (PTHR31901:SF56),,,,,,,HORVU.MOREX.r3.1HG0093050,AT2G46370
soilN,110816at2759,3,Maize;Barley;Arabidopsis,Zm00001eb355170,,,,,,,,,HORVU.MOREX.r3.5HG0515880,AT2G23810
soilN,235323at2759,3,Maize;Sorghum;Barley,Zm00001eb356840,Putative legumain,VACUOLAR-PROCESSING ENZYME GAMMA-ISOZYME (PTHR12000:SF50),cysteine protease(PC00081),endopeptidase activity(GO:0004175);cysteine-type endopeptidase activity(GO:0004197);peptidase activity(GO:0008233);cysteine-type peptidase activity(GO:0008234);hydrolase activity(GO:0016787),proteolysis(GO:0006508);vacuolar protein processing(GO:0006624);proteolysis involved in protein catabolic process(GO:0051603),vacuole(GO:0005773),SORBI_3003G190100;SORBI_3006G161300,,HORVU.MOREX.r3.2HG0184580;HORVU.MOREX.r3.2HG0184590,
