,maize_aridity_index
SEEDGWAS927:MRG:4:250067613,6334
SEEDGWAS928:MRG:4:250067614,5803
SEEDGWAS929:MRG:4:250067615,7134
SEEDGWAS93:MRG:4:250054511,7288
SEEDGWAS930:MRG:4:250067616,7436
SEEDGWAS931:MRG:4:250067617,5707
SEEDGWAS932:MRG:4:250067618,3855
SEEDGWAS933:MRG:4:250067619,9474
SEEDGWAS934:MRG:4:250067620,5591
SEEDGWAS936:MRG:4:250067622,7190
SEEDGWAS937:MRG:4:250067623,5364
SEEDGWAS938:MRG:4:250067624,5596
SEEDGWAS94:MRG:4:250054512,9263
SEEDGWAS940:MRG:4:250067625,5698
SEEDGWAS941:MRG:4:250067626,3914
SEEDGWAS942:MRG:4:250067627,6226
SEEDGWAS943:MRG:4:250067628,6646
SEEDGWAS944:MRG:4:250067629,5707
SEEDGWAS945:MRG:4:250067630,5438
SEEDGWAS946:MRG:4:250067631,8127
SEEDGWAS947:MRG:4:250067632,7856
SEEDGWAS948:MRG:4:250067633,6557
SEEDGWAS949:MRG:4:250067634,6631
SEEDGWAS95:MRG:4:250054513,5071
SEEDGWAS950:MRG:4:250067635,6824
SEEDGWAS951:MRG:4:250067636,7936
SEEDGWAS952:MRG:4:250067637,7942
SEEDGWAS954:MRG:4:250067639,3855
SEEDGWAS955:MRG:4:250067640,3855
SEEDGWAS956:MRG:4:250067641,9591
SEEDGWAS958:MRG:4:250067642,5803
SEEDGWAS959:MRG:4:250067643,6546
SEEDGWAS96:MRG:4:250054514,9891
SEEDGWAS960:MRG:4:250067644,4564
SEEDGWAS961:MRG:4:250067645,6942
SEEDGWAS963:MRG:4:250067646,10642
SEEDGWAS975:MRG:4:250067655,10141
SEEDGWAS976:MRG:4:250067656,3506
SEEDGWAS977:MRG:4:250067657,5091
SEEDGWAS978:MRG:4:250067658,8559
SEEDGWAS979:MRG:4:250067659,7634
SEEDGWAS98:MRG:4:250054515,9170
SEEDGWAS982:MRG:4:250067662,3920
SEEDGWAS983:MRG:4:250067663,5255
SEEDGWAS984:MRG:4:250067664,3525
SEEDGWAS985:MRG:4:250067665,3506
SEEDGWAS986:MRG:4:250067666,0
SEEDGWAS987:MRG:4:250067667,7222
SEEDGWAS991:MRG:4:250067669,6334
SEEDGWAS992:MRG:4:250067670,5109
SEEDGWAS993:MRG:4:250067671,4829
SEEDGWAS994:MRG:4:250067672,6455
SEEDGWAS995:MRG:4:250067673,6353
SEEDGWAS997:MRG:4:250067674,6226
SEEDGWAS998:MRG:4:250067675,5296
SEEDGWAS999:MRG:4:250067676,4345
