Arabidopsis_gene,Rice_gene,Maize_gene,Sorghum_gene,Barley_gene
AT5G09980,,,,
AT5G10030,,,,
AT5G10070,,,,
AT5G10090,,,,
AT5G10100,,,,
AT5G10110,,,,
AT5G10120,,,,
AT5G10140,,,,
AT5G10150,,,,
AT5G10160,,,,
AT5G10180,,,,
AT5G10450,,,,
AT5G10500,,,,
AT5G10625,,,,
AT5G10720,,,,
AT5G10770,,,,
AT5G10800,,,,
AT5G10930,,,,
AT5G11040,,,,
AT5G11050,,,,
AT5G11080,,,,
AT5G11090,,,,
AT5G11100,,,,
AT5G11150,,,,
AT5G11170,,,,
AT5G11190,,,,
AT5G11210,,,,
AT5G11240,,,,
AT5G11250,,,,
AT5G11270,,,,
AT5G11300,,,,
AT5G11430,,,,
AT5G11800,,,,
AT5G11840,,,,
AT5G11890,,,,
AT5G11900,,,,
AT5G11940,,,,
AT5G11980,,,,
AT5G12040,,,,
AT5G12060,,,,
AT5G12070,,,,
AT5G12080,,,,
AT5G12090,,,,
AT5G12110,,,,
AT5G12150,,,,
AT5G12200,,,,
AT5G12270,,,,
AT5G12290,,,,
AT5G12320,,,,
AT5G12330,,,,
AT5G12350,,,,
AT5G12360,,,,
AT5G12370,,,,
AT5G12380,,,,
AT5G12400,,,,
AT5G12440,,,,
AT5G12860,,,,
AT5G12890,,,,
AT5G12900,,,,
AT5G12910,,,,
AT5G12930,,,,
AT5G12970,,,,
AT5G12980,,,,
AT5G12990,,,,
AT5G13000,,,,
AT5G13050,,,,
AT5G13080,,,,
AT5G13100,,,,
AT5G13130,,,,
AT5G13150,,,,
AT5G13170,,,,
AT5G13210,,,,
AT5G13225,,,,
AT5G13230,,,,
AT5G13240,,,,
AT5G13250,,,,
AT5G13260,,,,
AT5G13320,,,,
AT5G13330,,,,
AT5G13350,,,,
AT5G13360,,,,
AT5G13380,,,,
AT5G13390,,,,
AT5G13400,,,,
AT5G13420,,,,
AT5G13430,,,,
AT5G13450,,,,
AT5G13460,,,,
AT5G13470,,,,
AT5G13480,,,,
AT5G13490,,,,
AT5G13530,,,,
AT5G13550,,,,
AT5G13560,,,,
AT5G13680,,,,
AT5G13780,,,,
AT5G13820,,,,
AT5G13830,,,,
AT5G13840,,,,
AT5G13940,,,,
AT5G13950,,,,
AT5G14010,,,,
AT5G14030,,,,
AT5G14180,,,,
AT5G14200,,,,
AT5G14220,,,,
AT5G14290,,,,
AT5G14360,,,,
AT5G14370,,,,
AT5G14380,,,,
AT5G14390,,,,
AT5G14400,,,,
AT5G14495,,,,
AT5G14520,,,,
AT5G14530,,,,
AT5G14540,,,,
AT5G14550,,,,
AT5G14565,,,,
AT5G14580,,,,
AT5G14590,,,,
AT5G14600,,,,
AT5G14602,,,,
AT5G14610,,,,
AT5G14620,,,,
AT5G14640,,,,
AT5G14700,,,,
AT5G14710,,,,
AT5G14720,,,,
AT5G14730,,,,
AT5G14740,,,,
AT5G14750,,,,
AT5G14760,,,,
AT5G14770,,,,
AT5G14780,,,,
AT5G14820,,,,
AT5G14860,,,,
AT5G14880,,,,
AT5G14890,,,,
AT5G14900,,,,
AT5G14920,,,,
AT5G14950,,,,
AT5G14960,,,,
AT5G15090,,,,
AT5G15100,,,,
AT5G15150,,,,
AT5G15160,,,,
AT5G15180,,,,
AT5G15200,,,,
AT5G15220,,,,
AT5G15265,,,,
AT5G15270,,,,
AT5G15330,,,,
AT5G15380,,,,
AT5G15400,,,,
AT5G15420,,,,
AT5G15450,,,,
AT5G15470,,,,
AT5G15480,,,,
AT5G15490,,,,
AT5G15540,,,,
AT5G15550,,,,
AT5G15560,,,,
AT5G15580,,,,
AT5G15600,,,,
AT5G15610,,,,
AT5G15620,,,,
AT5G15630,,,,
AT5G15690,,,,
AT5G15730,,,,
AT5G15770,,,,
AT5G15780,,,,
AT5G15790,,,,
AT5G15802,,,,
AT5G15830,,,,
AT5G15840,,,,
AT5G15900,,,,
AT5G15980,,,,
AT5G16030,,,,
AT5G16090,,,,
AT5G16110,,,,
AT5G16230,,,,
AT5G16280,,,,
AT5G16350,,,,
AT5G16410,,,,
AT5G16450,,,,
AT5G16486,,,,
AT5G16567,,,,
AT5G16590,,,,
AT5G16715,,,,
AT5G16720,,,,
AT5G16750,,,,
AT5G16770,,,,
AT5G16780,,,,
AT5G16840,,,,
AT5G16850,,,,
AT5G16880,,,,
AT5G16890,,,,
AT5G16970,,,,
AT5G17010,,,,
AT5G17120,,,,
AT5G17130,,,,
AT5G17260,,,,
AT5G17310,,,,
AT5G17320,,,,
AT5G17360,,,,
AT5G17440,,,,
AT5G17460,,,,
AT5G17490,,,,
AT5G17500,,,,
AT5G17540,,,,
AT5G17580,,,,
AT5G17640,,,,
AT5G17650,,,,
AT5G17680,,,,
AT5G17690,,,,
AT5G17700,,,,
AT5G17710,,,,
AT5G17720,,,,
AT5G17740,,,,
AT5G17790,,,,
AT5G17800,,,,
AT5G17810,,,,
AT5G17820,,,,
AT5G17830,,,,
AT5G17847,,,,
AT5G17890,,,,
AT5G17920,,,,
AT5G17930,,,,
AT5G17970,,,,
AT5G18037,,,,
AT5G18090,,,,
AT5G18100,,,,
AT5G18240,,,,
AT5G18280,,,,
AT5G18290,,,,
AT5G18310,,,,
AT5G18320,,,,
AT5G18340,,,,
AT5G18350,,,,
AT5G18360,,,,
AT5G18362,,,,
AT5G18370,,,,
AT5G18390,,,,
AT5G18407,,,,
AT5G18410,,,,
AT5G18420,,,,
AT5G18450,,,,
AT5G18460,,,,
AT5G18480,,,,
AT5G18490,,,,
AT5G18510,,,,
AT5G18580,,,,
AT5G18610,,,,
AT5G18650,,,,
AT5G18720,,,,
AT5G18730,,,,
AT5G18750,,,,
AT5G18770,,,,
AT5G18830,,,,
AT5G18850,,,,
AT5G18860,,,,
AT5G18920,,,,
AT5G18940,,,,
AT5G18960,,,,
AT5G19000,,,,
AT5G19030,,,,
AT5G19050,,,,
AT5G19060,,,,
AT5G19080,,,,
AT5G19100,,,,
AT5G19110,,,,
AT5G19120,,,,
AT5G19130,,,,
AT5G19151,,,,
AT5G19160,,,,
AT5G19170,,,,
AT5G19190,,,,
AT5G19210,,,,
AT5G19350,,,,
AT5G19390,,,,
AT5G19460,,,,
AT5G19490,,,,
AT5G19540,,,,
AT5G19630,,,,
AT5G19700,,,,
AT5G19820,,,,
AT5G19870,,,,
AT5G20030,,,,
AT5G20050,,,,
AT5G20070,,,,
AT5G20200,,,,
AT5G20220,,,,
AT5G20290,,,,
AT5G20320,,,,
AT5G20480,,,,
AT5G20550,,,,
AT5G20560,,,,
AT5G20570,,,,
AT5G20590,,,,
AT5G20600,,,,
AT5G20610,,,,
AT5G20635,,,,
AT5G20640,,,,
AT5G20650,,,,
AT5G20670,,,,
AT5G20700,,,,
AT5G20710,,,,
AT5G20740,,,,
AT5G20790,,,,
AT5G20830,,,,
AT5G20850,,,,
AT5G20858,,,,
AT5G20920,,,,
AT5G20960,,,,
AT5G21005,,,,
AT5G21040,,,,
AT5G21070,,,,
AT5G21105,,,,
AT5G21120,,,,
AT5G21125,,,,
AT5G21140,,,,
AT5G21170,,,,
AT5G21222,,,,
AT5G21274,,,,
AT5G21280,,,,
AT5G21326,,,,
AT5G21482,,,,
AT5G21900,,,,
AT5G21950,,,,
AT5G21960,,,,
AT5G21970,,,,
AT5G21990,,,,
AT5G22000,,,,
AT5G22010,,,,
AT5G22030,,,,
AT5G22050,,,,
AT5G22060,,,,
AT5G22080,,,,
AT5G22100,,,,
AT5G22110,,,,
AT5G22120,,,,
AT5G22150,,,,
AT5G22210,,,,
AT5G22220,,,,
AT5G22260,,,,
AT5G22280,,,,
AT5G22310,,,,
AT5G22330,,,,
AT5G22340,,,,
AT5G22350,,,,
AT5G22410,,,,
AT5G22480,,,,
AT5G22490,,,,
AT5G22570,,,,
AT5G22608,,,,
AT5G22630,,,,
AT5G22640,,,,
AT5G22750,,,,
AT5G22760,,,,
AT5G22770,,,,
AT5G22780,,,,
AT5G22790,,,,
AT5G22800,,,,
AT5G22860,,,,
AT5G22870,,,,
AT5G22900,,,,
AT5G22910,,,,
AT5G22920,,,,
AT5G22940,,,,
AT5G23010,,,,
AT5G23020,,,,
AT5G23027,,,,
AT5G23060,,,,
AT5G23110,,,,
AT5G23150,,,,
AT5G23210,,,,
AT5G23220,,,,
AT5G23450,,,,
AT5G23570,,,,
AT5G23600,,,,
AT5G23630,,,,
AT5G23640,,,,
AT5G23670,,,,
AT5G23700,,,,
AT5G23880,,,,
AT5G23890,,,,
AT5G23900,,,,
AT5G24010,,,,
AT5G24080,,,,
AT5G24100,,,,
AT5G24155,,,,
AT5G24170,,,,
AT5G24206,,,,
AT5G24210,,,,
AT5G24230,,,,
AT5G24310,,,,
AT5G24320,,,,
AT5G24330,,,,
AT5G24352,,,,
AT5G24370,,,,
AT5G24380,,,,
AT5G24410,,,,
AT5G24430,,,,
AT5G24440,,,,
AT5G24450,,,,
AT5G24480,,,,
AT5G24500,,,,
AT5G24510,,,,
AT5G24520,,,,
AT5G24530,,,,
AT5G24550,,,,
AT5G24560,,,,
AT5G24570,,,,
AT5G24580,,,,
AT5G24590,,,,
AT5G24593,,,,
AT5G24600,,,,
AT5G24610,,,,
AT5G24620,,,,
AT5G24630,,,,
AT5G24640,,,,
AT5G24650,,,,
AT5G24660,,,,
AT5G24690,,,,
AT5G24710,,,,
AT5G24740,,,,
AT5G24750,,,,
AT5G24770,,,,
AT5G24780,,,,
AT5G24790,,,,
AT5G24810,,,,
AT5G24830,,,,
AT5G24860,,,,
AT5G24880,,,,
AT5G24900,,,,
AT5G24910,,,,
AT5G24950,,,,
AT5G24970,,,,
AT5G24980,,,,
AT5G24990,,,,
AT5G25020,,,,
AT5G25030,,,,
AT5G25040,,,,
AT5G25050,,,,
AT5G25060,,,,
AT5G25070,,,,
AT5G25080,,,,
AT5G25100,,,,
AT5G25110,,,,
AT5G25120,,,,
AT5G25150,,,,
AT5G25170,,,,
AT5G25180,,,,
AT5G25200,,,,
AT5G25210,,,,
AT5G25220,,,,
AT5G25230,,,,
AT5G25250,,,,
AT5G25270,,,,
AT5G25280,,,,
AT5G25290,,,,
AT5G25300,,,,
AT5G25310,,,,
AT5G25320,,,,
AT5G25350,,,,
AT5G25360,,,,
AT5G25380,,,,
AT5G25390,,,,
AT5G25400,,,,
AT5G25415,,,,
AT5G25420,,,,
AT5G25425,,,,
AT5G25430,,,,
AT5G25450,,,,
AT5G25470,,,,
AT5G25480,,,,
AT5G25610,,,,
AT5G25620,,,,
AT5G25640,,,,
AT5G25754,,,,
AT5G25757,,,,
AT5G25790,,,,
AT5G25800,,,,
AT5G25810,,,,
AT5G25820,,,,
AT5G25830,,,,
AT5G25850,,,,
AT5G25860,,,,
AT5G25870,,,,
AT5G25880,,,,
AT5G25890,,,,
AT5G25900,,,,
AT5G25910,,,,
AT5G25920,,,,
AT5G25930,,,,
AT5G25960,,,,
AT5G25970,,,,
AT5G25980,,,,
AT5G25990,,,,
AT5G26010,,,,
AT5G26030,,,,
AT5G26040,,,,
AT5G26090,,,,
AT5G26110,,,,
AT5G26120,,,,
AT5G26210,,,,
AT5G26220,,,,
AT5G26230,,,,
AT5G26270,,,,
AT5G26290,,,,
AT5G26300,,,,
AT5G26320,,,,
AT5G26570,,,,
AT5G26580,,,,
AT5G26600,,,,
AT5G26610,,,,
AT5G26617,,,,
AT5G26620,,,,
AT5G26650,,,,
AT5G26667,,,,
AT5G26670,,,,
AT5G26680,,,,
AT5G26731,,,,
AT5G26749,,,,
AT5G26751,,,,
AT5G26770,,,,
AT5G26780,,,,
AT5G26810,,,,
AT5G26860,,,,
AT5G26880,,,,
AT5G26890,,,,
AT5G26920,,,,
AT5G26990,,,,
AT5G27000,,,,
AT5G27010,,,,
AT5G27050,,,,
AT5G27060,,,,
AT5G27070,,,,
AT5G27090,,,,
AT5G27100,,,,
AT5G27170,,,,
AT5G27230,,,,
AT5G27240,,,,
AT5G27260,,,,
AT5G27270,,,,
AT5G27300,,,,
AT5G27330,,,,
AT5G27340,,,,
AT5G27350,,,,
AT5G27360,,,,
AT5G27370,,,,
AT5G27400,,,,
AT5G27420,,,,
AT5G27490,,,,
AT5G27495,,,,
AT5G27510,,,,
AT5G27530,,,,
AT5G27540,,,,
AT5G27560,,,,
AT5G27580,,,,
AT5G27600,,,,
AT5G27606,,,,
AT5G27610,,,,
AT5G27620,,,,
AT5G27630,,,,
AT5G27640,,,,
AT5G27660,,,,
AT5G27670,,,,
AT5G27680,,,,
AT5G27690,,,,
AT5G27710,,,,
AT5G27720,,,,
AT5G27730,,,,
AT5G27740,,,,
AT5G27760,,,,
AT5G27790,,,,
AT5G27800,,,,
AT5G27807,,,,
AT5G27810,,,,
AT5G27820,,,,
AT5G27840,,,,
AT5G27850,,,,
AT5G27880,,,,
AT5G27890,,,,
AT5G27910,,,,
AT5G27930,,,,
AT5G27940,,,,
AT5G27945,,,,
AT5G27960,,,,
AT5G27967,,,,
AT5G27970,,,,
AT5G27980,,,,
AT5G27990,,,,
AT5G28000,,,,
AT5G28010,,,,
AT5G28030,,,,
AT5G28040,,,,
AT5G28050,,,,
AT5G28052,,,,
AT5G28060,,,,
AT5G28070,,,,
AT5G28080,,,,
AT5G28090,,,,
AT5G28150,,,,
AT5G28160,,,,
AT5G28180,,,,
AT5G28190,,,,
AT5G28210,,,,
AT5G28220,,,,
AT5G28235,,,,
AT5G28237,,,,
AT5G28262,,,,
AT5G28288,,,,
AT5G28320,,,,
AT5G28340,,,,
AT5G28350,,,,
AT5G28370,,,,
AT5G28380,,,,
AT5G28400,,,,
AT5G28410,,,,
AT5G28420,,,,
AT5G28442,,,,
AT5G28450,,,,
AT5G28463,,,,
AT5G28465,,,,
AT5G28470,,,,
AT5G28490,,,,
AT5G28491,,,,
AT5G28500,,,,
AT5G28510,,,,
AT5G28520,,,,
AT5G28530,,,,
AT5G28540,,,,
AT5G28550,,,,
AT5G28560,,,,
AT5G28590,,,,
AT5G28610,,,,
AT5G28620,,,,
AT5G28630,,,,
AT5G28640,,,,
AT5G28642,,,,
AT5G28646,,,,
AT5G28650,,,,
AT5G28660,,,,
AT5G28680,,,,
AT5G28690,,,,
AT5G28720,,,,
AT5G28730,,,,
AT5G28750,,,,
AT5G28770,,,,
AT5G28780,,,,
AT5G28781,,,,
AT5G28800,,,,
AT5G28810,,,,
AT5G28820,,,,
AT5G28823,,,,
AT5G28824,,,,
AT5G28830,,,,
AT5G28850,,,,
AT5G28885,,,,
AT5G28900,,,,
AT5G28919,,,,
AT5G28920,,,,
AT5G28931,,,,
AT5G28950,,,,
AT5G28960,,,,
AT5G29000,,,,
AT5G29044,,,,
AT5G29054,,,,
AT5G29070,,,,
AT5G29210,,,,
AT5G29231,,,,
AT5G29560,,,,
AT5G29613,,,,
AT5G29624,,,,
AT5G29807,,,,
AT5G30341,,,,
AT5G30490,,,,
AT5G30495,,,,
AT5G30510,,,,
AT5G30520,,,,
AT5G31412,,,,
AT5G32017,,,,
AT5G32440,,,,
AT5G32470,,,,
AT5G32590,,,,
AT5G32597,,,,
AT5G32619,,,,
AT5G33210,,,,
AT5G33280,,,,
AT5G33290,,,,
AT5G33300,,,,
AT5G33320,,,,
AT5G33340,,,,
AT5G33355,,,,
AT5G33370,,,,
AT5G33390,,,,
AT5G33393,,,,
AT5G33406,,,,
AT5G33421,,,,
AT5G33439,,,,
AT5G33806,,,,
AT5G33898,,,,
AT5G34581,,,,
AT5G34780,,,,
AT5G34828,,,,
AT5G34829,,,,
AT5G34830,,,,
AT5G34850,,,,
AT5G34869,,,,
AT5G34870,,,,
AT5G34871,,,,
AT5G34882,,,,
AT5G34885,,,,
AT5G34887,,,,
AT5G34905,,,,
AT5G34930,,,,
AT5G34940,,,,
AT5G35050,,,,
AT5G35066,,,,
AT5G35069,,,,
AT5G35080,,,,
AT5G35100,,,,
AT5G35110,,,,
AT5G35120,,,,
AT5G35160,,,,
AT5G35180,,,,
AT5G35190,,,,
AT5G35195,,,,
AT5G35200,,,,
AT5G35210,,,,
AT5G35220,,,,
AT5G35230,,,,
AT5G35290,,,,
AT5G35300,,,,
AT5G35320,,,,
AT5G35330,,,,
AT5G35338,,,,
AT5G35360,,,,
AT5G35375,,,,
AT5G35405,,,,
AT5G35407,,,,
AT5G35410,,,,
AT5G35430,,,,
AT5G35450,,,,
AT5G35470,,,,
AT5G35490,,,,
AT5G35525,,,,
AT5G35530,,,,
AT5G35540,,,,
AT5G35550,,,,
AT5G35560,,,,
AT5G35600,,,,
AT5G35603,,,,
AT5G35604,,,,
AT5G35605,,,,
AT5G35610,,,,
AT5G35640,,,,
AT5G35660,,,,
AT5G35670,,,,
AT5G35680,,,,
AT5G35690,,,,
AT5G35695,,,,
AT5G35700,,,,
AT5G35730,,,,
AT5G35750,,,,
AT5G35753,,,,
AT5G35790,,,,
AT5G35830,,,,
AT5G35840,,,,
AT5G35870,,,,
AT5G35900,,,,
AT5G35910,,,,
AT5G35917,,,,
AT5G35930,,,,
AT5G35940,,,,
AT5G36001,,,,
AT5G36080,,,,
AT5G36100,,,,
AT5G36110,,,,
AT5G36120,,,,
AT5G36130,,,,
AT5G36200,,,,
AT5G36210,,,,
AT5G36228,,,,
AT5G36260,,,,
AT5G36280,,,,
AT5G36310,,,,
AT5G36540,,,,
AT5G36550,,,,
AT5G36657,,,,
AT5G36659,,,,
AT5G36870,,,,
AT5G36910,,,,
AT5G36930,,,,
AT5G36940,,,,
AT5G36980,,,,
AT5G37000,,,,
AT5G37010,,,,
AT5G37020,,,,
AT5G37030,,,,
AT5G37055,,,,
AT5G37060,,,,
AT5G37070,,,,
AT5G37130,,,,
AT5G37140,,,,
AT5G37150,,,,
AT5G37160,,,,
AT5G37170,,,,
AT5G37180,,,,
AT5G37200,,,,
AT5G37210,,,,
AT5G37230,,,,
AT5G37240,,,,
AT5G37250,,,,
AT5G37260,,,,
AT5G37280,,,,
AT5G37290,,,,
AT5G37300,,,,
AT5G37310,,,,
AT5G37320,,,,
AT5G37340,,,,
AT5G37351,,,,
AT5G37380,,,,
AT5G37400,,,,
AT5G37470,,,,
AT5G37473,,,,
AT5G37474,,,,
AT5G37478,,,,
AT5G37490,,,,
AT5G37500,,,,
AT5G37510,,,,
AT5G37520,,,,
AT5G37530,,,,
AT5G37540,,,,
AT5G37550,,,,
AT5G37560,,,,
AT5G37590,,,,
AT5G37600,,,,
AT5G37610,,,,
AT5G37630,,,,
AT5G37660,,,,
AT5G37667,,,,
AT5G37690,,,,
AT5G37720,,,,
AT5G37730,,,,
AT5G37740,,,,
AT5G37790,,,,
AT5G37795,,,,
AT5G37800,,,,
AT5G37810,,,,
AT5G37820,,,,
AT5G37830,,,,
AT5G37840,,,,
AT5G37850,,,,
AT5G37860,,,,
AT5G37870,,,,
AT5G37890,,,,
AT5G37900,,,,
AT5G37910,,,,
AT5G37920,,,,
AT5G37930,,,,
AT5G37940,,,,
AT5G37960,,,,
AT5G37970,,,,
AT5G37980,,,,
AT5G38005,,,,
AT5G38010,,,,
AT5G38020,,,,
AT5G38030,,,,
AT5G38040,,,,
AT5G38050,,,,
AT5G38090,,,,
AT5G38100,,,,
AT5G38110,,,,
AT5G38120,,,,
AT5G38130,,,,
AT5G38150,,,,
AT5G38180,,,,
AT5G38190,,,,
AT5G38195,,,,
AT5G38197,,,,
AT5G38200,,,,
AT5G38210,,,,
AT5G38220,,,,
AT5G38240,,,,
AT5G38270,,,,
AT5G38280,,,,
AT5G38290,,,,
AT5G38300,,,,
AT5G38314,,,,
AT5G38317,,,,
AT5G38344,,,,
AT5G38350,,,,
AT5G38378,,,,
AT5G38380,,,,
AT5G38386,,,,
AT5G38390,,,,
AT5G38396,,,,
AT5G38400,,,,
AT5G38420,,,,
AT5G38430,,,,
AT5G38435,,,,
AT5G38440,,,,
AT5G38450,,,,
AT5G38460,,,,
AT5G38470,,,,
AT5G38490,,,,
AT5G38510,,,,
AT5G38520,,,,
AT5G38530,,,,
AT5G38540,,,,
AT5G38550,,,,
AT5G38565,,,,
AT5G38570,,,,
AT5G38610,,,,
AT5G38690,,,,
AT5G38700,,,,
AT5G38720,,,,
AT5G38740,,,,
AT5G38780,,,,
AT5G38790,,,,
AT5G38820,,,,
AT5G38850,,,,
AT5G38860,,,,
AT5G38905,,,,
AT5G38930,,,,
AT5G38970,,,,
AT5G39000,,,,
AT5G39010,,,,
AT5G39030,,,,
AT5G39050,,,,
AT5G39080,,,,
AT5G39100,,,,
AT5G39110,,,,
AT5G39120,,,,
AT5G39210,,,,
AT5G39230,,,,
AT5G39240,,,,
AT5G39250,,,,
AT5G39260,,,,
AT5G39270,,,,
AT5G39300,,,,
AT5G39330,,,,
AT5G39365,,,,
AT5G39430,,,,
AT5G39471,,,,
AT5G39490,,,,
AT5G39493,,,,
AT5G39500,,,,
AT5G39510,,,,
AT5G39520,,,,
AT5G39530,,,,
AT5G39550,,,,
AT5G39570,,,,
AT5G39630,,,,
AT5G39635,,,,
AT5G39693,,,,
AT5G39740,,,,
AT5G39760,,,,
AT5G39770,,,,
AT5G39810,,,,
AT5G39820,,,,
AT5G39830,,,,
AT5G39840,,,,
AT5G39850,,,,
AT5G39860,,,,
AT5G39865,,,,
AT5G39870,,,,
AT5G39890,,,,
AT5G39910,,,,
AT5G39920,,,,
AT5G39930,,,,
AT5G39940,,,,
AT5G39950,,,,
AT5G39960,,,,
AT5G39970,,,,
AT5G39980,,,,
AT5G40000,,,,
AT5G40010,,,,
AT5G40020,,,,
AT5G40030,,,,
AT5G40050,,,,
AT5G40080,,,,
AT5G40090,,,,
AT5G40100,,,,
AT5G40120,,,,
AT5G40140,,,,
AT5G40160,,,,
AT5G40180,,,,
AT5G40220,,,,
AT5G40230,,,,
AT5G40260,,,,
AT5G40270,,,,
AT5G40275,,,,
AT5G40280,,,,
AT5G40300,,,,
AT5G40310,,,,
AT5G40316,,,,
AT5G40320,,,,
AT5G40330,,,,
AT5G40340,,,,
AT5G40348,,,,
AT5G40360,,,,
AT5G40370,,,,
AT5G40384,,,,
AT5G40390,,,,
AT5G40395,,,,
AT5G40460,,,,
AT5G40470,,,,
AT5G40480,,,,
AT5G40550,,,,
AT5G40570,,,,
AT5G40600,,,,
AT5G40610,,,,
AT5G40645,,,,
AT5G40680,,,,
AT5G40690,,,,
AT5G40720,,,,
AT5G40780,,,,
AT5G40790,,,,
AT5G40810,,,,
AT5G40830,,,,
AT5G40840,,,,
AT5G40880,,,,
AT5G40910,,,,
AT5G40930,,,,
AT5G40960,,,,
AT5G40970,,,,
AT5G40980,,,,
AT5G40981,,,,
AT5G40990,,,,
AT5G41020,,,,
AT5G41030,,,,
AT5G41040,,,,
AT5G41080,,,,
AT5G41100,,,,
AT5G41110,,,,
AT5G41120,,,,
AT5G41130,,,,
AT5G41140,,,,
AT5G41150,,,,
AT5G41170,,,,
AT5G41190,,,,
AT5G41200,,,,
AT5G41210,,,,
AT5G41220,,,,
AT5G41240,,,,
AT5G41250,,,,
AT5G41260,,,,
AT5G41280,,,,
AT5G41300,,,,
AT5G41310,,,,
AT5G41315,,,,
AT5G41320,,,,
AT5G41330,,,,
AT5G41380,,,,
AT5G41390,,,,
AT5G41401,,,,
AT5G41510,,,,
AT5G41550,,,,
AT5G41570,,,,
AT5G41590,,,,
AT5G41620,,,,
AT5G41630,,,,
AT5G41640,,,,
AT5G41670,,,,
AT5G41680,,,,
AT5G41690,,,,
AT5G41700,,,,
AT5G41720,,,,
AT5G41730,,,,
AT5G41740,,,,
AT5G41750,,,,
AT5G41760,,,,
AT5G41770,,,,
AT5G41780,,,,
AT5G41790,,,,
AT5G41820,,,,
AT5G41920,,,,
AT5G41950,,,,
AT5G42030,,,,
AT5G42210,,,,
AT5G42230,,,,
AT5G42250,,,,
AT5G42260,,,,
AT5G42310,,,,
AT5G42360,,,,
AT5G42440,,,,
AT5G42530,,,,
AT5G42540,,,,
AT5G42600,,,,
AT5G42620,,,,
AT5G42650,,,,
AT5G42660,,,,
AT5G42670,,,,
AT5G42690,,,,
AT5G42700,,,,
AT5G42710,,,,
AT5G42720,,,,
AT5G42740,,,,
AT5G42750,,,,
AT5G42760,,,,
AT5G42797,,,,
AT5G42825,,,,
AT5G42850,,,,
AT5G42870,,,,
AT5G42880,,,,
AT5G42910,,,,
AT5G42970,,,,
AT5G43000,,,,
AT5G43010,,,,
AT5G43060,,,,
AT5G43066,,,,
AT5G43080,,,,
AT5G43110,,,,
AT5G43170,,,,
AT5G43175,,,,
AT5G43180,,,,
AT5G43185,,,,
AT5G43190,,,,
AT5G43230,,,,
AT5G43240,,,,
AT5G43300,,,,
AT5G43340,,,,
AT5G43370,,,,
AT5G43380,,,,
AT5G43390,,,,
AT5G43410,,,,
AT5G43420,,,,
AT5G43430,,,,
AT5G43440,,,,
AT5G43450,,,,
AT5G43455,,,,
AT5G43460,,,,
AT5G43480,,,,
AT5G43490,,,,
AT5G43500,,,,
AT5G43513,,,,
AT5G43518,,,,
AT5G43525,,,,
AT5G43535,,,,
AT5G43550,,,,
AT5G43560,,,,
AT5G43570,,,,
AT5G43580,,,,
AT5G43695,,,,
AT5G43745,,,,
AT5G43790,,,,
AT5G43810,,,,
AT5G43820,,,,
AT5G43822,,,,
AT5G43840,,,,
AT5G43850,,,,
AT5G43870,,,,
AT5G43910,,,,
AT5G43970,,,,
AT5G44070,,,,
AT5G44080,,,,
AT5G44090,,,,
AT5G44100,,,,
AT5G44130,,,,
AT5G44140,,,,
AT5G44150,,,,
AT5G44160,,,,
AT5G44170,,,,
AT5G44180,,,,
AT5G44200,,,,
AT5G44230,,,,
AT5G44260,,,,
AT5G44280,,,,
AT5G44283,,,,
AT5G44290,,,,
AT5G44300,,,,
AT5G44306,,,,
AT5G44310,,,,
AT5G44316,,,,
AT5G44320,,,,
AT5G44330,,,,
AT5G44350,,,,
AT5G44360,,,,
AT5G44370,,,,
AT5G44390,,,,
AT5G44400,,,,
AT5G44410,,,,
AT5G44420,,,,
AT5G44430,,,,
AT5G44440,,,,
AT5G44450,,,,
AT5G44460,,,,
AT5G44470,,,,
AT5G44480,,,,
AT5G44490,,,,
AT5G44520,,,,
AT5G44565,,,,
AT5G44572,,,,
AT5G44580,,,,
AT5G44585,,,,
AT5G44590,,,,
AT5G44640,,,,
AT5G44700,,,,
AT5G44705,,,,
AT5G44730,,,,
AT5G44740,,,,
AT5G44750,,,,
AT5G44800,,,,
AT5G44830,,,,
AT5G45060,,,,
AT5G45070,,,,
AT5G45080,,,,
AT5G45090,,,,
AT5G45100,,,,
AT5G45105,,,,
AT5G45110,,,,
AT5G45140,,,,
AT5G45150,,,,
AT5G45200,,,,
AT5G45230,,,,
AT5G45250,,,,
AT5G45260,,,,
AT5G45330,,,,
AT5G45350,,,,
AT5G45380,,,,
AT5G45470,,,,
AT5G45490,,,,
AT5G45530,,,,
AT5G45560,,,,
AT5G45573,,,,
AT5G45580,,,,
AT5G45610,,,,
AT5G45640,,,,
AT5G45660,,,,
AT5G45700,,,,
AT5G45870,,,,
AT5G45950,,,,
AT5G46090,,,,
AT5G46150,,,,
AT5G46170,,,,
AT5G46180,,,,
AT5G46210,,,,
AT5G46250,,,,
AT5G46280,,,,
AT5G46370,,,,
AT5G46380,,,,
AT5G46400,,,,
AT5G46440,,,,
AT5G46470,,,,
AT5G46490,,,,
AT5G46520,,,,
AT5G46530,,,,
AT5G46540,,,,
AT5G46550,,,,
AT5G46560,,,,
AT5G46580,,,,
AT5G46600,,,,
AT5G46610,,,,
AT5G46620,,,,
AT5G46630,,,,
AT5G46640,,,,
AT5G46660,,,,
AT5G46670,,,,
AT5G46690,,,,
AT5G46700,,,,
AT5G46710,,,,
AT5G46720,,,,
AT5G46730,,,,
AT5G46740,,,,
AT5G46750,,,,
AT5G46760,,,,
