,maize_ph,maize_cec
SEEDGWAS680:MRG:4:250059483,70,203
SEEDGWAS681:MRG:4:250059484,65,275
SEEDGWAS682:MRG:4:250059485,70,271
SEEDGWAS683:MRG:4:250059486,64,254
SEEDGWAS684:MRG:4:250059487,63,206
SEEDGWAS685:MRG:4:250059488,66,195
SEEDGWAS686:MRG:4:250059489,77,186
SEEDGWAS687:MRG:4:250059490,77,229
SEEDGWAS692:MRG:4:250059493,65,201
SEEDGWAS693:MRG:4:250059525,71,275
SEEDGWAS694:MRG:4:250059526,70,263
SEEDGWAS695:MRG:4:250059527,63,186
SEEDGWAS696:MRG:4:250059528,74,288
SEEDGWAS697:MRG:4:250059529,74,284
SEEDGWAS700:MRG:4:250059532,71,230
SEEDGWAS701:MRG:4:250059533,79,224
SEEDGWAS702:MRG:4:250059534,60,288
SEEDGWAS703:MRG:4:250059535,60,277
SEEDGWAS704:MRG:4:250059536,52,230
SEEDGWAS705:MRG:4:250059537,54,221
SEEDGWAS706:MRG:4:250059538,58,237
SEEDGWAS707:MRG:4:250059539,NA,NA
SEEDGWAS71:MRG:4:250054497,65,251
SEEDGWAS710:MRG:4:250059540,56,220
SEEDGWAS711:MRG:4:250059541,NA,NA
SEEDGWAS712:MRG:4:250059542,57,275
SEEDGWAS713:MRG:4:250059543,71,301
SEEDGWAS714:MRG:4:250059544,69,372
SEEDGWAS717:MRG:4:250059548,64,250
SEEDGWAS718:MRG:4:250059549,59,209
SEEDGWAS719:MRG:4:250059550,54,249
SEEDGWAS720:MRG:4:250059551,60,264
SEEDGWAS729:MRG:4:250059560,70,307
SEEDGWAS73:MRG:4:250054499,59,213
SEEDGWAS730:MRG:4:250059561,64,221
SEEDGWAS732:MRG:4:250059562,60,255
SEEDGWAS734:MRG:4:250059564,53,244
SEEDGWAS735:MRG:4:250059565,76,320
SEEDGWAS736:MRG:4:250059566,76,320
SEEDGWAS737:MRG:4:250059567,59,307
SEEDGWAS738:MRG:4:250059568,71,306
SEEDGWAS739:MRG:4:250059569,58,280
SEEDGWAS740:MRG:4:250059570,NA,NA
SEEDGWAS741:MRG:4:250059571,NA,NA
SEEDGWAS743:MRG:4:250059572,54,147
SEEDGWAS744:MRG:4:250059573,NA,NA
SEEDGWAS746:MRG:4:250059574,77,230
SEEDGWAS748:MRG:4:250059575,58,222
SEEDGWAS749:MRG:4:250059576,62,244
SEEDGWAS751:MRG:4:250059577,70,245
SEEDGWAS752:MRG:4:250059578,69,198
SEEDGWAS753:MRG:4:250059579,75,254
SEEDGWAS754:MRG:4:250059580,76,213
SEEDGWAS755:MRG:4:250059581,63,299
SEEDGWAS756:MRG:4:250059582,73,320
SEEDGWAS757:MRG:4:250059583,70,370
SEEDGWAS758:MRG:4:250059584,70,392
SEEDGWAS759:MRG:4:250059585,70,392
SEEDGWAS76:MRG:4:250054500,59,209
SEEDGWAS760:MRG:4:250059586,70,370
SEEDGWAS761:MRG:4:250059587,61,261
SEEDGWAS763:MRG:4:250059588,67,334
SEEDGWAS764:MRG:4:250059589,69,402
SEEDGWAS768:MRG:4:250059591,55,246
SEEDGWAS769:MRG:4:250059592,55,192
SEEDGWAS771:MRG:4:250059593,56,185
SEEDGWAS772:MRG:4:250059594,71,230
SEEDGWAS773:MRG:4:250059595,77,226
SEEDGWAS777:MRG:4:250059599,61,213
SEEDGWAS778:MRG:4:250059600,60,225
SEEDGWAS780:MRG:4:250059601,72,259
SEEDGWAS782:MRG:4:250059602,74,216
SEEDGWAS783:MRG:4:250059603,74,244
SEEDGWAS784:MRG:4:250059604,53,162
SEEDGWAS785:MRG:4:250059605,53,162
SEEDGWAS786:MRG:4:250059606,55,240
SEEDGWAS787:MRG:4:250059607,54,217
SEEDGWAS788:MRG:4:250059608,54,217
SEEDGWAS789:MRG:4:250059609,56,139
SEEDGWAS790:MRG:4:250059610,53,127
SEEDGWAS791:MRG:4:250059611,64,316
SEEDGWAS792:MRG:4:250059612,57,160
SEEDGWAS793:MRG:4:250059613,61,236
SEEDGWAS794:MRG:4:250059614,58,241
SEEDGWAS795:MRG:4:250059615,NA,NA
SEEDGWAS796:MRG:4:250059616,58,251
SEEDGWAS797:MRG:4:250059618,59,224
SEEDGWAS798:MRG:4:250059619,65,304
SEEDGWAS799:MRG:4:250059620,61,275
SEEDGWAS800:MRG:4:250059652,63,231
SEEDGWAS801:MRG:4:250059653,60,252
SEEDGWAS802:MRG:4:250059654,64,247
SEEDGWAS803:MRG:4:250059655,66,258
SEEDGWAS804:MRG:4:250059656,61,182
SEEDGWAS805:MRG:4:250059657,53,125
SEEDGWAS806:MRG:4:250059658,53,124
SEEDGWAS807:MRG:4:250059660,58,211
SEEDGWAS808:MRG:4:250059661,58,214
SEEDGWAS809:MRG:4:250059662,57,172
SEEDGWAS810:MRG:4:250059663,69,309
SEEDGWAS812:MRG:4:250059664,71,374
SEEDGWAS814:MRG:4:250059665,71,248
SEEDGWAS815:MRG:4:250059666,66,296
SEEDGWAS816:MRG:4:250059667,NA,NA
SEEDGWAS817:MRG:4:250059668,58,230
SEEDGWAS818:MRG:4:250059669,60,257
SEEDGWAS819:MRG:4:250059670,57,262
SEEDGWAS821:MRG:4:250059672,59,224
SEEDGWAS822:MRG:4:250059673,56,268
SEEDGWAS823:MRG:4:250059674,56,268
SEEDGWAS824:MRG:4:250059675,56,239
SEEDGWAS825:MRG:4:250059676,56,239
SEEDGWAS826:MRG:4:250059677,55,289
SEEDGWAS827:MRG:4:250059678,NA,NA
SEEDGWAS828:MRG:4:250059679,NA,NA
SEEDGWAS829:MRG:4:250059680,59,240
SEEDGWAS830:MRG:4:250059681,76,320
SEEDGWAS831:MRG:4:250059682,76,320
SEEDGWAS832:MRG:4:250059683,59,227
SEEDGWAS833:MRG:4:250059684,57,244
SEEDGWAS836:MRG:4:250059687,46,264
SEEDGWAS838:MRG:4:250059689,50,195
SEEDGWAS839:MRG:4:250059690,52,171
SEEDGWAS840:MRG:4:250059691,54,142
SEEDGWAS841:MRG:4:250059692,54,142
SEEDGWAS843:MRG:4:250059693,58,217
SEEDGWAS844:MRG:4:250059694,58,241
SEEDGWAS845:MRG:4:250059695,60,271
SEEDGWAS846:MRG:4:250059696,64,233
SEEDGWAS847:MRG:4:250059698,59,228
SEEDGWAS848:MRG:4:250059699,52,233
SEEDGWAS850:MRG:4:250059700,55,227
SEEDGWAS851:MRG:4:250059701,65,361
SEEDGWAS852:MRG:4:250059703,67,417
SEEDGWAS853:MRG:4:250059704,73,407
SEEDGWAS854:MRG:4:250059705,51,264
SEEDGWAS855:MRG:4:250059706,74,288
SEEDGWAS857:MRG:4:250059707,76,320
SEEDGWAS858:MRG:4:250059708,76,320
SEEDGWAS859:MRG:4:250059709,55,284
SEEDGWAS860:MRG:4:250059710,NA,NA
SEEDGWAS861:MRG:4:250059711,71,431
SEEDGWAS864:MRG:4:250059713,54,213
SEEDGWAS865:MRG:4:250059714,74,288
SEEDGWAS866:MRG:4:250059715,72,315
SEEDGWAS867:MRG:4:250059716,62,248
SEEDGWAS868:MRG:4:250059717,54,213
SEEDGWAS869:MRG:4:250059718,54,213
SEEDGWAS871:MRG:4:250059719,52,270
SEEDGWAS872:MRG:4:250059720,69,172
SEEDGWAS873:MRG:4:250059721,51,264
SEEDGWAS875:MRG:4:250059723,59,220
SEEDGWAS876:MRG:4:250059724,58,251
SEEDGWAS877:MRG:4:250059725,66,237
SEEDGWAS878:MRG:4:250059726,66,237
SEEDGWAS879:MRG:4:250059727,73,212
SEEDGWAS880:MRG:4:250059728,66,215
SEEDGWAS881:MRG:4:250059729,69,224
SEEDGWAS882:MRG:4:250059730,54,121
SEEDGWAS883:MRG:4:250059731,NA,NA
SEEDGWAS885:MRG:4:250059732,59,197
SEEDGWAS886:MRG:4:250059733,70,213
SEEDGWAS887:MRG:4:250059734,56,222
SEEDGWAS888:MRG:4:250059735,49,296
SEEDGWAS890:MRG:4:250059737,74,358
SEEDGWAS891:MRG:4:250059738,77,175
SEEDGWAS894:MRG:4:250059741,51,264
SEEDGWAS895:MRG:4:250059742,62,198
SEEDGWAS897:MRG:4:250059744,63,270
SEEDGWAS90:MRG:4:250054508,74,436
SEEDGWAS906:MRG:4:250067593,60,250
SEEDGWAS907:MRG:4:250067594,NA,NA
SEEDGWAS908:MRG:4:250067595,63,173
SEEDGWAS909:MRG:4:250067596,49,194
SEEDGWAS91:MRG:4:250054509,57,262
SEEDGWAS914:MRG:4:250067602,66,231
SEEDGWAS918:MRG:4:250067605,52,244
SEEDGWAS919:MRG:4:250067606,NA,NA
SEEDGWAS92:MRG:4:250054510,56,263
SEEDGWAS920:MRG:4:250067607,64,253
SEEDGWAS922:MRG:4:250067610,67,342
SEEDGWAS923:MRG:4:250067611,61,247
SEEDGWAS925:MRG:4:250067612,59,294
SEEDGWAS927:MRG:4:250067613,58,252
SEEDGWAS928:MRG:4:250067614,64,307
SEEDGWAS929:MRG:4:250067615,56,255
SEEDGWAS93:MRG:4:250054511,60,227
SEEDGWAS930:MRG:4:250067616,NA,NA
SEEDGWAS931:MRG:4:250067617,59,277
SEEDGWAS932:MRG:4:250067618,72,202
SEEDGWAS933:MRG:4:250067619,54,111
SEEDGWAS934:MRG:4:250067620,63,196
SEEDGWAS936:MRG:4:250067622,57,208
SEEDGWAS937:MRG:4:250067623,NA,NA
SEEDGWAS938:MRG:4:250067624,57,159
SEEDGWAS94:MRG:4:250054512,58,309
SEEDGWAS940:MRG:4:250067625,58,118
SEEDGWAS941:MRG:4:250067626,63,180
SEEDGWAS942:MRG:4:250067627,62,250
SEEDGWAS943:MRG:4:250067628,64,259
SEEDGWAS944:MRG:4:250067629,72,409
SEEDGWAS945:MRG:4:250067630,NA,NA
SEEDGWAS946:MRG:4:250067631,NA,NA
SEEDGWAS947:MRG:4:250067632,68,337
SEEDGWAS948:MRG:4:250067633,68,359
SEEDGWAS949:MRG:4:250067634,59,263
SEEDGWAS95:MRG:4:250054513,76,320
SEEDGWAS950:MRG:4:250067635,70,389
SEEDGWAS951:MRG:4:250067636,65,326
SEEDGWAS952:MRG:4:250067637,64,304
SEEDGWAS954:MRG:4:250067639,72,202
SEEDGWAS955:MRG:4:250067640,72,202
SEEDGWAS956:MRG:4:250067641,57,254
SEEDGWAS958:MRG:4:250067642,64,307
SEEDGWAS959:MRG:4:250067643,59,274
SEEDGWAS96:MRG:4:250054514,NA,NA
SEEDGWAS960:MRG:4:250067644,64,205
SEEDGWAS961:MRG:4:250067645,NA,NA
SEEDGWAS963:MRG:4:250067646,53,153
SEEDGWAS975:MRG:4:250067655,67,232
SEEDGWAS976:MRG:4:250067656,NA,NA
SEEDGWAS977:MRG:4:250067657,NA,NA
SEEDGWAS978:MRG:4:250067658,NA,NA
SEEDGWAS979:MRG:4:250067659,68,361
SEEDGWAS98:MRG:4:250054515,57,202
SEEDGWAS982:MRG:4:250067662,64,231
SEEDGWAS983:MRG:4:250067663,69,267
SEEDGWAS984:MRG:4:250067664,75,223
SEEDGWAS985:MRG:4:250067665,NA,NA
SEEDGWAS986:MRG:4:250067666,NA,NA
SEEDGWAS987:MRG:4:250067667,74,216
SEEDGWAS991:MRG:4:250067669,63,245
SEEDGWAS992:MRG:4:250067670,68,207
SEEDGWAS993:MRG:4:250067671,63,223
SEEDGWAS994:MRG:4:250067672,NA,NA
SEEDGWAS995:MRG:4:250067673,63,244
SEEDGWAS997:MRG:4:250067674,62,250
SEEDGWAS998:MRG:4:250067675,65,224
SEEDGWAS999:MRG:4:250067676,63,195
